pr_number,title_length,body_length,title_word_count,body_word_count,is_draft,commits_24h,commit_authors_24h,files_changed_24h,additions_24h,deletions_24h,total_changes_24h,changes_per_commit_24h,files_per_commit_24h,deletion_ratio_24h,has_commit_activity_24h,has_file_activity_24h,change_risk_label
335255,58,1451,8,229,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335254,54,1741,8,241,False,1.0,1.0,4.0,93.0,3.0,96.0,96.0,4.0,0.03125,1,1,0
335253,50,898,5,128,False,3.0,1.0,14.0,113.0,50.0,163.0,54.333333333333336,4.666666666666667,0.3067484662576687,1,1,0
335247,45,1933,5,260,False,6.0,2.0,304.0,15149.0,7431.0,22580.0,3763.3333333333335,50.66666666666666,0.329096545615589,1,1,1
335246,46,671,7,90,False,2.0,1.0,2.0,53.0,43.0,96.0,48.0,1.0,0.4479166666666667,1,1,0
335245,50,753,8,92,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
335243,59,1109,8,162,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335242,49,887,7,125,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
335241,51,746,7,93,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335240,34,756,4,104,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335239,53,621,6,88,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335238,41,1656,6,210,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335236,56,343,11,49,False,1.0,1.0,1.0,4.0,2.0,6.0,6.0,1.0,0.3333333333333333,1,1,0
335235,53,932,7,139,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335234,59,343,10,49,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
335233,41,464,5,66,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
